symptoms_text,disease_id
"rapid heartbeat, persistent weakness, persistent dizziness, fatigue, persistent shortness of breath, mild pale skin",0
"shortness of breath, mild dizziness, mild fatigue",0
"shortness of breath, pale skin, moderate rapid heartbeat",0
"persistent pale skin, mild shortness of breath, severe dizziness, mild rapid heartbeat",0
"severe fatigue, shortness of breath, severe weakness",0
"weakness, mild shortness of breath, severe fatigue, moderate rapid heartbeat, mild pale skin, dizziness",0
"severe rapid heartbeat, mild shortness of breath, persistent pale skin",0
"severe shortness of breath, severe rapid heartbeat, dizziness, pale skin, fatigue",0
"moderate rapid heartbeat, weakness, mild shortness of breath",0
"severe pale skin, moderate fatigue, mild shortness of breath",0
"persistent rapid heartbeat, severe dizziness",0
"persistent fatigue, shortness of breath, moderate weakness, severe rapid heartbeat, moderate pale skin",0
"rapid heartbeat, moderate dizziness, fatigue, severe weakness",0
"pale skin, rapid heartbeat, persistent weakness",0
"mild rapid heartbeat, mild shortness of breath, moderate pale skin",0
"severe rapid heartbeat, moderate dizziness",0
"severe dizziness, mild pale skin, severe fatigue, persistent rapid heartbeat, moderate shortness of breath, severe weakness",0
"moderate frequent urination, mild excessive thirst, slow wound healing",1
"frequent urination, moderate blurred vision, moderate excessive thirst, moderate fatigue",1
"moderate blurred vision, fatigue, severe frequent urination, persistent slow wound healing",1
"moderate blurred vision, severe excessive thirst",1
"severe fatigue, slow wound healing, persistent frequent urination",1
"persistent fatigue, severe blurred vision, slow wound healing, mild frequent urination",1
"moderate frequent urination, moderate blurred vision",1
"blurred vision, severe slow wound healing, persistent fatigue, severe excessive thirst, moderate frequent urination",1
"persistent fatigue, moderate excessive thirst, mild blurred vision, mild frequent urination",1
"frequent urination, moderate blurred vision",1
"moderate slow wound healing, severe frequent urination, persistent fatigue",1
"severe fatigue, excessive thirst, moderate blurred vision, severe slow wound healing",1
"mild blurred vision, mild excessive thirst",1
"severe frequent urination, moderate excessive thirst, severe slow wound healing",1
"excessive thirst, fatigue, blurred vision, slow wound healing",1
"moderate blurred vision, severe fatigue, slow wound healing, persistent frequent urination",1
"slow wound healing, fatigue, persistent frequent urination",1
"persistent frequent urination, persistent fatigue, slow wound healing, severe excessive thirst",1
"blurred vision, severe fatigue, severe excessive thirst",1
"severe slow wound healing, severe fatigue, mild frequent urination, mild excessive thirst, mild blurred vision",1
"persistent blurred vision, persistent excessive thirst, mild fatigue",1
"frequent urination, severe blurred vision, persistent slow wound healing",1
"blurred vision, excessive thirst, mild fatigue",1
"moderate slow wound healing, excessive thirst, frequent urination, mild fatigue",1
"moderate fatigue, moderate frequent urination, mild excessive thirst",1
"mild excessive thirst, frequent urination, severe blurred vision, moderate fatigue",1
"persistent fatigue, severe blurred vision",1
"severe frequent urination, mild excessive thirst, severe fatigue, severe slow wound healing, mild blurred vision",1
"severe slow wound healing, frequent urination, severe fatigue",1
"severe frequent urination, severe excessive thirst, moderate blurred vision, mild slow wound healing",1
"moderate fatigue, moderate slow wound healing, severe frequent urination",1
"persistent fatigue, moderate blurred vision, excessive thirst, frequent urination, mild slow wound healing",1
"moderate fatigue, frequent urination",1
"mild fatigue, persistent excessive thirst, mild frequent urination, blurred vision",1
"severe excessive thirst, blurred vision, fatigue, severe slow wound healing, frequent urination",1
"moderate blurred vision, severe fatigue, frequent urination",1
"persistent excessive thirst, severe slow wound healing, severe blurred vision, frequent urination",1
"moderate fatigue, moderate blurred vision",1
"mild slow wound healing, blurred vision, moderate frequent urination",1
"blurred vision, mild slow wound healing, moderate fatigue",1
"slow wound healing, moderate excessive thirst, moderate fatigue, mild frequent urination, mild blurred vision",1
"moderate blurred vision, slow wound healing, persistent excessive thirst, persistent frequent urination",1
"severe excessive thirst, slow wound healing",1
"excessive thirst, persistent slow wound healing",1
"moderate blurred vision, mild slow wound healing, persistent excessive thirst",1
"persistent frequent urination, moderate fatigue",1
"severe slow wound healing, blurred vision",1
"excessive thirst, frequent urination, persistent slow wound healing",1
"fatigue, moderate excessive thirst, persistent frequent urination",1
"mild blurred vision, severe excessive thirst, persistent fatigue, severe slow wound healing",1
"frequent urination, fatigue, moderate excessive thirst",1
"frequent urination, fatigue, severe blurred vision, persistent slow wound healing",1
"moderate frequent urination, fatigue, mild excessive thirst",1
"persistent excessive thirst, mild frequent urination, severe fatigue, slow wound healing",1
"slow wound healing, severe excessive thirst, mild blurred vision, moderate fatigue, persistent frequent urination",1
"severe slow wound healing, mild frequent urination, mild blurred vision, severe fatigue, moderate excessive thirst",1
"moderate frequent urination, moderate excessive thirst, severe blurred vision, slow wound healing, severe fatigue",1
"persistent blurred vision, severe excessive thirst, fatigue, persistent frequent urination",1
"moderate fatigue, severe blurred vision, moderate excessive thirst",1
"persistent slow wound healing, mild blurred vision, mild frequent urination, persistent excessive thirst, mild fatigue",1
"mild blurred vision, severe slow wound healing, severe frequent urination",1
"persistent slow wound healing, mild excessive thirst, mild frequent urination",1
"persistent blurred vision, moderate excessive thirst, persistent frequent urination",1
"blurred vision, persistent frequent urination, persistent fatigue, excessive thirst, slow wound healing",1
"severe blurred vision, frequent urination, severe slow wound healing",1
"excessive thirst, slow wound healing",1
"severe fatigue, persistent frequent urination, moderate excessive thirst, slow wound healing",1
"persistent slow wound healing, fatigue, excessive thirst, persistent blurred vision",1
"severe excessive thirst, mild frequent urination, moderate blurred vision, persistent fatigue",1
"frequent urination, severe blurred vision, severe excessive thirst",1
"severe slow wound healing, moderate frequent urination, mild fatigue, persistent excessive thirst",1
"fatigue, persistent blurred vision, frequent urination",1
"persistent excessive thirst, severe frequent urination, severe slow wound healing",1
"mild fatigue, mild blurred vision",1
"persistent blurred vision, persistent frequent urination",1
"slow wound healing, persistent excessive thirst, moderate blurred vision",1
"persistent blurred vision, severe excessive thirst, frequent urination",1
"severe fatigue, severe blurred vision, slow wound healing",1
"persistent blurred vision, mild fatigue, persistent frequent urination, excessive thirst, mild slow wound healing",1
"severe fatigue, mild excessive thirst, moderate frequent urination, moderate blurred vision, moderate slow wound healing",1
"persistent fatigue, excessive thirst, mild blurred vision, mild frequent urination",1
"excessive thirst, mild fatigue, severe blurred vision, severe slow wound healing, moderate frequent urination",1
"persistent excessive thirst, slow wound healing, mild blurred vision, severe fatigue",1
"moderate excessive thirst, persistent blurred vision, persistent frequent urination, severe slow wound healing",1
"frequent urination, moderate fatigue, moderate blurred vision",1
"moderate fatigue, moderate blurred vision, severe excessive thirst",1
"moderate frequent urination, fatigue, persistent slow wound healing, severe excessive thirst",1
"mild excessive thirst, mild blurred vision, frequent urination",1
"moderate blurred vision, mild excessive thirst, persistent slow wound healing",1
"moderate excessive thirst, blurred vision, severe fatigue, severe frequent urination, mild slow wound healing",1
"moderate frequent urination, mild blurred vision, severe slow wound healing",1
"persistent frequent urination, mild slow wound healing, excessive thirst, persistent fatigue",1
"mild fatigue, severe slow wound healing, moderate blurred vision",1
mild frequent urination,1
"persistent frequent urination, mild slow wound healing, persistent fatigue",1
"moderate frequent urination, blurred vision, severe fatigue, slow wound healing",1
"slow wound healing, fatigue, mild blurred vision, moderate excessive thirst, severe frequent urination",1
"mild excessive thirst, blurred vision, persistent slow wound healing",1
"severe fatigue, severe blurred vision, persistent excessive thirst, severe frequent urination, mild slow wound healing",1
"persistent blurred vision, severe slow wound healing, moderate excessive thirst",1
"moderate frequent urination, mild slow wound healing, severe excessive thirst, moderate fatigue",1
"persistent frequent urination, persistent excessive thirst, persistent fatigue",1
"mild excessive thirst, mild blurred vision, persistent fatigue, severe slow wound healing",1
"severe fatigue, severe blurred vision, mild excessive thirst",1
"mild excessive thirst, blurred vision, moderate fatigue, moderate frequent urination",1
"mild fatigue, mild excessive thirst, blurred vision, slow wound healing",1
"mild slow wound healing, persistent frequent urination, fatigue",1
"mild excessive thirst, moderate frequent urination, severe fatigue",1
"moderate blurred vision, mild fatigue, frequent urination, severe excessive thirst",1
"mild frequent urination, persistent fatigue, severe slow wound healing",1
"severe slow wound healing, persistent excessive thirst, frequent urination",1
"persistent blurred vision, mild excessive thirst, mild frequent urination",1
"fatigue, persistent excessive thirst, persistent blurred vision",1
"fatigue, mild excessive thirst, severe slow wound healing, mild frequent urination",1
"frequent urination, excessive thirst, severe slow wound healing",1
"moderate slow wound healing, blurred vision, severe excessive thirst, mild fatigue",1
"severe blurred vision, slow wound healing, severe frequent urination, mild excessive thirst, mild fatigue",1
"moderate slow wound healing, blurred vision",1
"blurred vision, moderate frequent urination, persistent fatigue",1
"persistent frequent urination, severe slow wound healing, moderate fatigue",1
"persistent headache, persistent chest pain, persistent shortness of breath",2
"chest pain, moderate dizziness, severe headache",2
"severe nosebleeds, mild chest pain",2
"persistent chest pain, mild shortness of breath, severe nosebleeds",2
"headache, moderate nosebleeds, chest pain, moderate dizziness, severe shortness of breath",2
"persistent chest pain, moderate headache, moderate shortness of breath, moderate dizziness",2
"nosebleeds, mild dizziness, severe shortness of breath",2
"moderate dizziness, mild headache, chest pain, moderate nosebleeds",2
"nosebleeds, persistent headache, chest pain, mild shortness of breath, severe dizziness",2
"headache, moderate nosebleeds, shortness of breath",2
"severe nosebleeds, mild chest pain, severe shortness of breath, moderate dizziness, moderate headache",2
"mild chest pain, dizziness, moderate headache, moderate shortness of breath",2
"severe dizziness, nosebleeds, severe shortness of breath",2
"persistent dizziness, severe shortness of breath",2
"nosebleeds, severe dizziness, shortness of breath, moderate headache",2
"severe shortness of breath, nosebleeds, severe headache",2
"mild chest pain, mild nosebleeds",2
"persistent headache, nosebleeds, persistent shortness of breath",2
"nosebleeds, moderate headache, moderate shortness of breath, moderate dizziness, mild chest pain",2
"persistent shortness of breath, persistent chest pain, moderate nosebleeds",2
"moderate headache, moderate shortness of breath, severe nosebleeds, persistent chest pain, mild dizziness",2
"shortness of breath, severe nosebleeds, severe chest pain, mild headache",2
"persistent chest pain, dizziness, severe nosebleeds, persistent headache",2
"dizziness, moderate nosebleeds, mild chest pain, headache",2
"mild chest pain, moderate dizziness",2
"mild headache, severe nosebleeds, mild chest pain",2
"severe shortness of breath, nosebleeds, moderate headache, persistent dizziness",2
"moderate nosebleeds, severe dizziness",2
"mild shortness of breath, persistent headache, mild chest pain",2
"persistent nosebleeds, mild shortness of breath, moderate chest pain, mild dizziness, headache",2
"mild nosebleeds, dizziness, chest pain, severe headache",2
"moderate chest pain, persistent dizziness, mild headache, moderate shortness of breath",2
"moderate chest pain, severe headache, nosebleeds, moderate dizziness",2
moderate headache,2
"mild dizziness, shortness of breath, persistent nosebleeds, headache",2
"persistent nosebleeds, severe shortness of breath, moderate chest pain",2
"severe dizziness, persistent shortness of breath, moderate headache",2
"severe shortness of breath, headache, nosebleeds, severe chest pain",2
"persistent headache, mild chest pain, moderate nosebleeds, shortness of breath, severe dizziness",2
"mild dizziness, moderate chest pain",2
"persistent headache, moderate chest pain, moderate dizziness",2
"persistent shortness of breath, mild dizziness, mild nosebleeds, moderate chest pain, persistent headache",2
"mild shortness of breath, persistent dizziness",2
"severe headache, moderate chest pain, severe nosebleeds, persistent dizziness",2
"mild shortness of breath, moderate chest pain, headache, persistent nosebleeds, persistent dizziness",2
"mild chest pain, persistent shortness of breath, severe dizziness, persistent headache",2
"mild dizziness, headache, nosebleeds",2
"headache, severe chest pain, dizziness, severe shortness of breath, severe nosebleeds",2
"moderate nosebleeds, shortness of breath, severe headache, severe chest pain",2
"mild nosebleeds, severe headache, moderate dizziness",2
"dizziness, nosebleeds, mild shortness of breath",2
"chest pain, moderate headache, mild shortness of breath, persistent nosebleeds, mild dizziness",2
"moderate chest pain, mild nosebleeds",2
"persistent dizziness, chest pain, mild nosebleeds",2
"headache, moderate nosebleeds, severe chest pain, dizziness",2
"persistent chest pain, persistent shortness of breath, moderate dizziness, moderate nosebleeds",2
"mild headache, shortness of breath, moderate chest pain, mild nosebleeds",2
"moderate shortness of breath, severe chest pain, moderate dizziness",2
"persistent dizziness, persistent headache, moderate chest pain",2
"severe nosebleeds, mild headache, shortness of breath, moderate chest pain",2
"persistent headache, nosebleeds, persistent dizziness, severe shortness of breath",2
"moderate nosebleeds, severe chest pain, moderate shortness of breath, moderate dizziness",2
"moderate headache, moderate nosebleeds, chest pain",2
"persistent dizziness, chest pain, moderate shortness of breath, moderate headache, severe nosebleeds",2
"persistent dizziness, severe shortness of breath, nosebleeds, chest pain",2
"chest pain, persistent nosebleeds, moderate headache, shortness of breath",2
"persistent dizziness, severe shortness of breath, persistent headache",2
"mild nosebleeds, severe headache, severe chest pain",2
"severe shortness of breath, mild dizziness, nosebleeds, headache, persistent chest pain",2
"severe chest pain, moderate dizziness, mild headache, moderate shortness of breath",2
"persistent nosebleeds, persistent chest pain, mild shortness of breath",2
"mild chest pain, severe nosebleeds, dizziness",2
"moderate chest pain, severe shortness of breath, severe dizziness",2
"moderate nosebleeds, persistent dizziness, severe headache, moderate chest pain",2
"dizziness, mild chest pain, persistent shortness of breath, mild headache",2
mild headache,2
"moderate shortness of breath, moderate nosebleeds, severe headache, persistent dizziness",2
"mild headache, moderate shortness of breath, persistent nosebleeds",2
"mild chest pain, severe dizziness, headache",2
"severe dizziness, moderate chest pain, severe headache, moderate shortness of breath, moderate nosebleeds",2
mild dizziness,2
"moderate chest pain, nosebleeds, dizziness, severe headache",2
"persistent dizziness, moderate shortness of breath, moderate nosebleeds, moderate headache",2
"chest pain, persistent shortness of breath, persistent dizziness",2
"headache, severe dizziness, persistent chest pain, moderate shortness of breath, severe nosebleeds",2
"moderate headache, persistent dizziness",2
"moderate chest pain, nosebleeds, moderate headache, dizziness",2
"severe shortness of breath, mild nosebleeds, severe chest pain, moderate dizziness, headache",2
"headache, mild shortness of breath, persistent nosebleeds",2
"persistent dizziness, moderate chest pain, severe nosebleeds, severe headache, moderate shortness of breath",2
"shortness of breath, severe headache, moderate dizziness, severe nosebleeds, mild chest pain",2
"dizziness, severe headache, mild shortness of breath",2
"mild nosebleeds, severe headache, persistent dizziness, chest pain",2
"persistent headache, mild nosebleeds, persistent dizziness, persistent chest pain, severe shortness of breath",2
"severe shortness of breath, severe dizziness, moderate chest pain, mild nosebleeds",2
"mild nosebleeds, persistent headache, persistent shortness of breath, severe dizziness",2
"severe dizziness, persistent nosebleeds",2
"moderate shortness of breath, chest pain, nosebleeds, headache",2
"mild headache, persistent shortness of breath, mild dizziness",2
"persistent chest pain, persistent dizziness, severe headache, severe shortness of breath",2
"mild chest pain, nosebleeds, persistent shortness of breath",2
"shortness of breath, persistent nosebleeds, severe dizziness",2
"chest pain, moderate shortness of breath, mild nosebleeds",2
"mild headache, persistent nosebleeds, severe shortness of breath",2
"nosebleeds, moderate dizziness, severe headache",2
"severe dizziness, nosebleeds, moderate shortness of breath",2
"moderate chest pain, shortness of breath, mild dizziness, severe nosebleeds, severe headache",2
"persistent shortness of breath, moderate dizziness, moderate nosebleeds, moderate chest pain",2
"mild shortness of breath, mild chest pain, mild nosebleeds",2
"moderate dizziness, severe nosebleeds, mild shortness of breath",2
"mild dizziness, persistent chest pain, persistent headache, moderate shortness of breath, severe nosebleeds",2
"chest pain, severe nosebleeds, mild shortness of breath",2
"nosebleeds, chest pain, moderate dizziness",2
"dizziness, mild nosebleeds, moderate chest pain, headache",2
"mild nosebleeds, mild dizziness, moderate shortness of breath",2
"shortness of breath, nosebleeds, severe dizziness, severe chest pain",2
"nosebleeds, moderate headache, severe chest pain, moderate shortness of breath",2
"moderate dizziness, mild chest pain, severe headache, severe shortness of breath",2
"persistent nosebleeds, persistent chest pain, headache, mild dizziness, shortness of breath",2
"persistent dizziness, severe headache, moderate shortness of breath",2
"moderate weight loss, mild fever",3
"fever, severe chest pain",3
"severe chronic cough, severe fever, persistent night sweats, mild weight loss",3
"moderate fever, persistent night sweats, severe weight loss",3
"moderate fever, mild chest pain, mild weight loss, severe chronic cough",3
"mild night sweats, persistent chest pain, mild chronic cough, fever",3
"persistent fever, severe chest pain, moderate night sweats",3
"night sweats, mild chronic cough, persistent chest pain, weight loss, mild fever",3
"mild chronic cough, moderate night sweats, severe fever, chest pain",3
"moderate chronic cough, moderate chest pain, moderate weight loss, severe night sweats",3
"severe chronic cough, mild fever, moderate weight loss",3
"mild chronic cough, moderate chest pain, severe night sweats, severe fever",3
"severe chronic cough, persistent chest pain",3
"chest pain, severe chronic cough, fever",3
"moderate fever, persistent night sweats, severe chronic cough, mild weight loss, mild chest pain",3
"mild weight loss, mild chest pain, night sweats, fever",3
"persistent chronic cough, moderate fever",3
"persistent chronic cough, persistent night sweats, moderate weight loss",3
"persistent chest pain, moderate chronic cough, night sweats, persistent weight loss",3
"weight loss, mild chest pain, persistent night sweats",3
"severe chest pain, moderate night sweats, fever",3
"persistent chest pain, night sweats, severe weight loss, moderate fever, severe chronic cough",3
"moderate night sweats, moderate chest pain",3
"mild chest pain, persistent night sweats, moderate weight loss",3
"mild weight loss, severe chest pain, mild chronic cough",3
"night sweats, severe chronic cough, moderate fever, mild chest pain",3
"chronic cough, fever, moderate weight loss, persistent chest pain",3
"moderate fever, severe weight loss, mild chronic cough, persistent night sweats",3
"moderate fever, mild chronic cough, night sweats, severe chest pain, moderate weight loss",3
"severe night sweats, severe chronic cough, mild weight loss, mild chest pain, moderate fever",3
"mild chest pain, night sweats, moderate chronic cough",3
"chronic cough, moderate fever",3
"persistent chronic cough, severe night sweats",3
"moderate chest pain, moderate night sweats, mild chronic cough, mild fever",3
"moderate chest pain, chronic cough, severe fever, mild night sweats",3
"moderate fever, mild night sweats, chronic cough, moderate chest pain",3
"mild chest pain, severe night sweats",3
"persistent chronic cough, moderate night sweats, severe chest pain",3
"severe fever, moderate chronic cough, night sweats, moderate chest pain, mild weight loss",3
"severe chronic cough, moderate night sweats, moderate weight loss, persistent chest pain, moderate fever",3
"moderate chronic cough, severe weight loss, persistent chest pain",3
"moderate chest pain, chronic cough, weight loss, persistent night sweats, mild fever",3
"persistent night sweats, persistent weight loss, mild chest pain",3
"fever, moderate chronic cough, persistent weight loss",3
"fever, severe chronic cough, moderate weight loss",3
"moderate fever, severe night sweats",3
"persistent chest pain, fever, severe weight loss, persistent chronic cough",3
"fever, severe night sweats, mild chest pain, chronic cough, weight loss",3
"persistent chronic cough, weight loss, severe fever",3
"chronic cough, severe night sweats",3
"persistent night sweats, severe fever, chest pain, moderate weight loss",3
"mild night sweats, fever, moderate chest pain, moderate chronic cough, mild weight loss",3
"moderate fever, persistent night sweats, severe chronic cough, severe weight loss, moderate chest pain",3
"moderate weight loss, moderate chest pain, persistent chronic cough, night sweats",3
"chest pain, moderate fever, severe chronic cough, severe weight loss",3
"severe fever, chronic cough",3
"severe fever, mild chest pain, mild night sweats",3
"mild night sweats, moderate fever, persistent weight loss, persistent chronic cough",3
"mild chest pain, moderate night sweats, severe fever",3
"mild weight loss, persistent chest pain, mild chronic cough",3
"persistent chronic cough, moderate night sweats, moderate fever, severe weight loss",3
"severe fever, severe chronic cough, weight loss, moderate chest pain, mild night sweats",3
"chest pain, severe fever, night sweats",3
"chest pain, weight loss, mild chronic cough, night sweats",3
"night sweats, mild chest pain, moderate fever, chronic cough",3
"severe chest pain, moderate night sweats, severe weight loss",3
"persistent chronic cough, severe fever, chest pain",3
"moderate fever, persistent night sweats, weight loss",3
"mild chest pain, persistent chronic cough, moderate fever, night sweats",3
"moderate night sweats, persistent fever, mild chest pain",3
"mild night sweats, severe chronic cough, weight loss, fever",3
"persistent chest pain, chronic cough",3
"chest pain, moderate fever, persistent weight loss",3
"moderate weight loss, chest pain, mild chronic cough, severe fever",3
"severe night sweats, mild fever, severe chest pain",3
"night sweats, severe weight loss, persistent chest pain",3
"weight loss, severe fever, moderate chest pain",3
"mild chronic cough, moderate weight loss",3
"moderate weight loss, severe fever",3
"persistent fever, mild chest pain, chronic cough, mild night sweats",3
"moderate night sweats, persistent fever, moderate weight loss",3
"severe fever, moderate night sweats, chest pain, severe chronic cough, weight loss",3
"severe night sweats, severe weight loss, moderate fever, severe chronic cough",3
"chest pain, severe chronic cough, moderate night sweats",3
"moderate weight loss, mild chest pain, mild fever, mild night sweats",3
moderate night sweats,3
"chest pain, persistent night sweats, mild chronic cough",3
"moderate night sweats, fever, persistent chronic cough",3
"persistent chronic cough, severe fever, mild chest pain",3
"severe chest pain, severe weight loss, fever",3
severe chest pain,3
"mild chest pain, moderate weight loss, fever, moderate chronic cough, moderate night sweats",3
"mild fever, severe chronic cough, persistent night sweats, mild chest pain",3
"night sweats, persistent chronic cough",3
"moderate night sweats, persistent chest pain, persistent chronic cough",3
"persistent chest pain, persistent fever",3
"mild chest pain, persistent night sweats, persistent weight loss, mild fever, moderate chronic cough",3
"severe chest pain, mild night sweats, persistent chronic cough, weight loss, persistent fever",3
"persistent night sweats, persistent weight loss, chest pain, severe fever, mild chronic cough",3
